연도,유형구분,세부유형,시도,행정구,학교명,본분교,학교상태,설립,남여공학,우편번호,도로명주소,연락처,팩스번호,홈페이지,
2016,일반고,일반고등학교,경기,고양시,풍동고등학교,본교,기존(원)교,공립,남여공학,103-03 ,경기도 고양시 일산동구 숲속마을로 119 (풍동.풍동고등학교),031-926-6000,031-926-6099,http://pungdong.hs.kr/,
2016,일반고,일반고등학교,경기,고양시,행신고등학교,본교,기존(원)교,공립,남여공학,105-32 ,경기도 고양시 덕양구 소만로 36 . 행신고등학교 (행신동),031-974-6292,031-970-9284,http://www.haengshin.hs.kr/,
2016,일반고,일반고등학교,경기,고양시,화수고등학교,본교,기존(원)교,공립,남여공학,104-73 ,경기도 고양시 덕양구 화수로 51 (화정동),031-960-4507,031-960-4555,www.hwasu.hs.kr,
2016,일반고,일반고등학교,경기,고양시,화정고등학교,본교,기존(원)교,공립,남여공학,104-96 ,경기도 고양시 덕양구 화정로 17 . 화정고등학교 (화정동),031-930-0607,031-968-0184,www.hwajung.hs.kr,
2016,일반고,일반고등학교,경기,남양주시,가운고등학교,본교,기존(원)교,공립,남여공학,122-66 ,경기도 남양주시 가운로2길 115 (가운동),031-567-2913,031-567-2917,http://www.gaun.hs.kr,
2016,일반고,일반고등학교,경기,남양주시,광동고등학교,본교,기존(원)교,사립,남여공학,120-15 ,경기도 남양주시 진접읍 장현로광동1길 10 (진접읍),031-570-6600,031-570-6610,www.kwangdong.hs.kr,
2016,일반고,종합고등학교,경기,남양주시,금곡고등학교,본교,기존(원)교,공립,남여공학,122-38 ,경기도 남양주시 경춘로992번길 10 (금곡동),031-592-7081,031-592-9858,www.kumgok.hs.kr,
2016,특성화고(직업),공업고등학교,경기,남양주시,남양주공업고등학교,본교,기존(원)교,공립,남여공학,121-89 ,경기도 남양주시 화도읍 경춘로 2195 . 25번길 남양주공업고등학교 (화도읍),031-593-3805,031-593-4345,www.namyangju.hs.kr,
2016,일반고,일반고등학교,경기,남양주시,덕소고등학교,본교,기존(원)교,사립,남여공학,122-74 ,경기도 남양주시 와부읍 덕소로 194 . 덕소고등학교 (와부읍),031-577-6284,031-577-7830,www.duckso.hs.kr,
2016,일반고,일반고등학교,경기,남양주시,도농고등학교,본교,기존(원)교,공립,남여공학,122-53 ,경기도 남양주시 미금로65번길 1 . 도농고등학교 (도농동),031-522-6022,031-522-6028,http://www.donong.hs.kr,
2016,일반고,일반고등학교,경기,남양주시,동화고등학교,본교,기존(원)교,사립,남여공학,122-59 ,경기도 남양주시 경춘로 434 . 동화고등학교 (도농동),031-563-2580,031-551-7811,www.donghwa.hs.kr,
2016,일반고,일반고등학교,경기,남양주시,마석고등학교,본교,기존(원)교,공립,남여공학,121-87 ,경기도 남양주시 화도읍 녹촌로 35 (화도읍.마석고등학교),031-590-9913,031-559-0030,http://www.maseok.hs.kr,
2016,일반고,일반고등학교,경기,남양주시,별가람고등학교,본교,신설(원)교,공립,남여공학,120-89 ,경기도 남양주시 별내면 순화궁로 393 (별내면),031-523-7405,031-523-7408,http://www.byeolgaram.hs.kr,
2016,일반고,일반고등학교,경기,남양주시,별내고등학교,본교,기존(원)교,공립,남여공학,121-08 ,경기도 남양주시 별내5로 36 . 별내고등학교 (별내동),031-570-0700,031-575-9870,http://www.byeollae.hs.kr,
2016,일반고,일반고등학교,경기,남양주시,심석고등학교,본교,기존(원)교,사립,남여공학,121-76 ,경기도 남양주시 화도읍 마석로 62 . 심석고등학교 (화도읍),031-590-6705,031-590-6869,www.simseok.hs.kr/,
2016,일반고,일반고등학교,경기,남양주시,오남고등학교,본교,기존(원)교,공립,남여공학,120-36 ,경기도 남양주시 오남읍 진건오남로 784-27 . 오남고등학교 (오남읍),031-570-3300,031-529-0466,http://www.onam.hs.kr,
2016,자율고,일반고등학교,경기,남양주시,와부고등학교,본교,기존(원)교,공립,남여공학,122-04 ,경기도 남양주시 와부읍 수레로 127-20 . 임의로수정 (와부읍),031-579-6605,031-522-6014,http://wabu.hs.kr,
2016,일반고,일반고등학교,경기,남양주시,진건고등학교,본교,기존(원)교,공립,남여공학,121-29 ,경기도 남양주시 진건읍 진건오남로 369-1 (진건읍.진건고등학교),031-570-3005,031-575-8095,www.jingeon.hs.kr,
2016,일반고,일반고등학교,경기,남양주시,진접고등학교,본교,기존(원)교,공립,남여공학,120-57 ,경기도 남양주시 진접읍 해밀예당2로 13 . 진접고등학교 (진접읍),031-570-0184,031-573-2384,http://jinjeop.hs.kr,
2016,자율고,일반고등학교,경기,남양주시,청학고등학교,본교,기존(원)교,공립,남여공학,120-80 ,경기도 남양주시 별내면 청학로68번길 47 (별내면.청학고등학교),031-821-3235,031-821-3239,www.cheonghak.hs.kr,
2016,일반고,일반고등학교,경기,남양주시,퇴계원고등학교,본교,기존(원)교,공립,남여공학,121-15 ,경기도 남양주시 퇴계원면 퇴계원로 149,031-570-1503,031-571-1510,http://www.toegyewon.hs.kr,
2016,일반고,일반고등학교,경기,남양주시,판곡고등학교,본교,기존(원)교,공립,남여공학,121-42 ,경기도 남양주시 늘을1로 127 (호평동),031-594-7161,031-515-5598,http://www.pangok.hs.kr,
2016,일반고,일반고등학교,경기,남양주시,평내고등학교,본교,기존(원)교,공립,남여공학,122-25 ,경기 남양주시 평내로 57 (평내동.평내고등학교),031-559-5681,031-559-5682,pyeongnae.hs.kr,
2016,일반고,일반고등학교,경기,남양주시,호평고등학교,본교,기존(원)교,공립,남여공학,121-46 ,경기도 남양주시 호평로 109 (호평동.호평고등학교),031-590-1707,031-559-6476,www.hopyeong.hs.kr,
2016,일반고,일반고등학교,경기,구리시,구리고등학교,본교,기존(원)교,공립,남자,119-40 ,경기도 구리시 장자대로 89 (수택동.구리고등학교),031-550-0507,031-556-3952,www.guri.hs.kr,
2016,일반고,일반고등학교,경기,구리시,구리여자고등학교,본교,기존(원)교,공립,여자,119-45 ,경기도 구리시 벌말로 168 . 구리여자고등학교 (토평동),031-563-7201,031-555-5691,kuri-gh.hs.kr,
2016,일반고,일반고등학교,경기,구리시,서울삼육고등학교,본교,기존(원)교,사립,남여공학,119-52 ,경기도 구리시 아차산로487번길 70 (교문동),070-8640-8302,031-564-2904,www.seoul36.hs.kr,
2016,일반고,일반고등학교,경기,구리시,수택고등학교,본교,기존(원)교,공립,남여공학,119-44 ,경기도 구리시 검배로 145 . 수택고등학교 (수택동),031-551-0673,031-551-7442,www.sutaek.hs.kr,
2016,일반고,일반고등학교,경기,구리시,인창고등학교,본교,기존(원)교,공립,남여공학,119-22 ,경기도 구리시 왕숙천로 339 (인창동),031-551-9303,031-551-9304,http://www.inchang.hs.kr,
2016,일반고,일반고등학교,경기,구리시,토평고등학교,본교,기존(원)교,공립,남여공학,119-47 ,경기도 구리시 장자대로111번길 41 (토평동.토평고등학교),031-554-0253,031-554-0254,http://www.top.hs.kr,
2016,특목고,과학고등학교,경기,의정부시,경기북과학고등학교,본교,기존(원)교,공립,남여공학,116-01 ,경기도 의정부시 체육로135번길 32 . 경기북과학고등학교 (녹양동),031-870-2764,031-829-0811,gbs.hs.kr,
2016,특성화고(직업),공업고등학교,경기,의정부시,경민IT고등학교,본교,기존(원)교,사립,남여공학,116-18 ,경기도 의정부시 서부로 545 . 경민IT고등학교 (가능동),031-828-7645,031-828-7649,http://www.kmit.hs.kr,
2016,일반고,일반고등학교,경기,의정부시,경민고등학교,본교,기존(원)교,사립,남여공학,116-18 ,경기도 의정부시 서부로 545 . 경민고등학교 (가능동),031-828-7801,031-828-7629,http://www.kyungmin.hs.kr,
2016,특성화고(직업),상업고등학교,경기,의정부시,경민비즈니스고등학교,본교,기존(원)교,사립,여자,116-18 ,경기도 의정부시 서부로 545 . 경민비즈니스고등학교 (가능동),031-828-7636,031-828-7639,www.kmbiz.hs.kr,
2016,일반고,일반고등학교,경기,의정부시,동국대학교사범대학부속영석고등학교,본교,기존(원)교,사립,남자,117-83 ,경기도 의정부시 시민로 363 . 동국대학교사범대학부속영석고등학교 (용현동),031-846-4560,031-846-5800,www.youngseok.hs.kr,
2016,일반고,일반고등학교,경기,의정부시,발곡고등학교,본교,기존(원)교,공립,남여공학,117-95 ,경기도 의정부시 동일로454번길 150 (신곡동.발곡고등학교),031-828-1508,031-842-6328,http://www.balgok.hs.kr,
2016,일반고,일반고등학교,경기,의정부시,부용고등학교,본교,기존(원)교,공립,남여공학,118-11 ,경기도 의정부시 오목로 96 . 부용고등학교 (민락동),031-853-0181,031-853-0185,www.buyong.hs.kr,
2016,일반고,일반고등학교,경기,의정부시,상우고등학교,본교,기존(원)교,사립,남여공학,116-26 ,경기도 의정부시 범골로 79 . 상우고등학교 (의정부동),031-850-1300,031-826-2260,www.sangwoo.hs.kr,
2016,일반고,일반고등학교,경기,의정부시,송양고등학교,본교,기존(원)교,공립,남여공학,118-12 ,경기도 의정부시 송양로 6 . 송양고등학교 (낙양동),031-951-8800,031-951-8889,http://songyang.hs.kr,
2016,일반고,일반고등학교,경기,의정부시,송현고등학교,본교,기존(원)교,공립,남여공학,118-03 ,경기도 의정부시 용민로 159 (민락동),031-851-2984,031-851-2985,www.songhyun.or.kr,
2016,일반고,일반고등학교,경기,의정부시,의정부고등학교,본교,기존(원)교,공립,남자,116-17 ,경기도 의정부시 녹양로 29 . 의정부고등학교 (가능동),031-850-9507,031-873-7918,http://www.uigo.hs.kr,
2016,특성화고(직업),공업고등학교,경기,의정부시,의정부공업고등학교,본교,기존(원)교,공립,남여공학,116-82 ,경기도 의정부시 가능로 57 . 의정부공업고등학교 (가능동),031-820-9600,031-874-5498,www.ujbtech.hs.kr,
2016,일반고,일반고등학교,경기,의정부시,의정부광동고등학교,본교,기존(원)교,사립,남여공학,116-15 ,경기도 의정부시 서부로 691 . 의정부광동고등학교 (녹양동),031-849-5500,031-849-5600,www.ukd.hs.kr,
2016,일반고,일반고등학교,경기,의정부시,의정부여자고등학교,본교,기존(원)교,공립,여자,116-79 ,경기도 의정부시 신흥로365번길 10 . 의정부여자고등학교 (가능동),031-876-4201,031-876-4203,www.ugh.hs.kr,
2016,일반고,일반고등학교,경기,의정부시,호원고등학교,본교,기존(원)교,공립,남여공학,116-46 ,경기도 의정부시 망월로 56 (호원동),031-822-2100,031-822-2020,www.howon.hs.kr,
2016,일반고,일반고등학교,경기,의정부시,효자고등학교,본교,기존(원)교,공립,남여공학,117-71 ,경기도 의정부시 부용로 165 . 효자고등학교 (신곡동),031-853-0058,031-853-1991,http://www.hyojago.hs.kr/.  http://효자고등학교.한국,
2016,특성화고(직업),상업고등학교,경기,파주시,경기세무고등학교,본교,기존(원)교,공립,남여공학,108-03 ,경기도 파주시 적성면 솥뒤로33번길 60 (적성면),031-959-4169,031-959-4140,http://gyeonggitax.hs.kr,
2016,일반고,종합고등학교,경기,파주시,광탄고등학교,본교,기존(원)교,사립,남여공학,109-48 ,경기도 파주시 광탄면 혜음로1128번길 16 (광탄면),031-956-0050,031-947-3338,www.ktan.hs.kr,
2016,일반고,일반고등학교,경기,파주시,교하고등학교,본교,기존(원)교,공립,남여공학,108-74 ,경기도 파주시 책향기로 180 교하고등학교,031-949-8003,031-949-8027,http://gyoha.hs.kr,
2016,일반고,일반고등학교,경기,파주시,금촌고등학교,본교,기존(원)교,공립,남여공학,109-34 ,경기도 파주시 쇠재1길 18 (금릉동.금촌고등학교),031-946-5673,031-946-5812,www.geumchon.hs.kr,
2016,일반고,일반고등학교,경기,파주시,동패고등학교,본교,기존(원)교,공립,남여공학,109-02 ,경기도 파주시 동패로 65 . 동패고등학교 (동패동),031-956-8606,031-945-4314,http://www.dongpae.hs.kr,
2016,일반고,일반고등학교,경기,파주시,문산고등학교,본교,기존(원)교,공립,남여공학,108-19 ,경기도 파주시 문산읍 당동1로 22 . 문산고등학교 (문산읍),031-950-9600,031-953-5149,munsan.hs.kr,
2016,일반고,종합고등학교,경기,파주시,문산수억고등학교,본교,기존(원)교,사립,남여공학,108-36 ,경기도 파주시 파주읍 우계로 357 (파주읍),031-952-2666,031-953-2307,www.munsan-gco.hs.kr,
2016,일반고,종합고등학교,경기,파주시,문산제일고등학교,본교,기존(원)교,공립,남여공학,108-49 ,경기도 파주시 평화로 190 . 문산제일고등학교 (야동동),031-950-9400,031-944-7754,www.munsanjeil.hs.kr,
2016,일반고,일반고등학교,경기,파주시,봉일천고등학교,본교,기존(원)교,공립,남여공학,109-38 ,경기도 파주시 조리읍 소곡로 54 (조리읍),031-945-0857,031-945-0854,bongilcheon.hs.kr,
2016,일반고,일반고등학교,경기,파주시,삼광고등학교,본교,기존(원)교,사립,남여공학,108-01 ,경기도 파주시 적성면 청송로 701 (적성면),031-958-4340,031-959-7563,samkwang.hs.kr,
2016,특성화고(직업),공업고등학교,경기,파주시,세경고등학교,본교,기존(원)교,사립,남여공학,108-34 ,경기도 파주시 파주읍 술이홀로 379 . 세경고등학교 (파주읍),031-950-9900,031-953-3957,www.pjsg.hs.kr,
2016,자율고,일반고등학교,경기,파주시,운정고등학교,본교,기존(원)교,공립,남여공학,108-91 ,경기도 파주시 와석순환로 267 (목동동),031-950-7311,031-8071-2353,http://www.unjeong.hs.kr,
2016,일반고,일반고등학교,경기,파주시,율곡고등학교,본교,기존(원)교,사립,남여공학,108-26 ,경기도 파주시 법원읍 사임당로 905 . 10  (법원읍),031-958-0833,031-958-0880,yulgok.hs.kr,
2016,일반고,일반고등학교,경기,파주시,지산고등학교,본교,신설(원)교,공립,남여공학,108-94 ,경기도 파주시 가온로 264 . 와동동 1612번지 (와동동),031-930-4600,031-930-4699,http://www.jisanhs.com,
2016,일반고,일반고등학교,경기,파주시,파주고등학교,본교,기존(원)교,사립,남여공학,108-21 ,경기도 파주시 문산읍 독산로31번길 39 . 파주고등학교 (문산읍),031-952-2648,031-953-2552,www.paju-coh.hs.kr,
2016,일반고,종합고등학교,경기,파주시,파주여자고등학교,본교,기존(원)교,사립,여자,109-45 ,경기도 파주시 월롱면 함영골길 10 (월롱면),031-943-2504,031-944-4687,http://www.paju.hs.kr,
2016,일반고,일반고등학교,경기,파주시,한민고등학교,본교,기존(원)교,사립,남여공학,109-55 ,경기도 파주시 광탄면 혜음로 765 . 한민고등학교 (광탄면),031-937-6604,031-937-6670,http://www.hanmin.hs.kr,
2016,일반고,일반고등학교,경기,파주시,한빛고등학교,본교,기존(원)교,공립,남여공학,109-08 ,경기도 파주시 한빛로 36 (야당동),031-946-7013,031-946-7016,http://hanbit.hs.kr,
2016,일반고,일반고등학교,경기,동두천시,동두천고등학교,본교,기존(원)교,사립,남여공학,113-14 ,경기도 동두천시 평화로2434번길 8 (생연동.동두천고등학교),031-860-1300,031-865-9287,www.tdc.hs.kr,
2016,특목고,외국어고등학교,경기,동두천시,동두천외국어고등학교,본교,기존(원)교,공립,남여공학,113-61 ,경기도 동두천시 지행로 145 . 동두천외국어고등학교 (지행동),031-864-9906,031-864-5200,www.dfl.hs.kr,
2016,일반고,종합고등학교,경기,동두천시,동두천중앙고등학교,본교,기존(원)교,공립,남여공학,113-63 ,경기도 동두천시 평화로 2280 (지행동),031-860-1200,031-863-0420,www.dongduchon-ja.hs.kr,
2016,일반고,종합고등학교,경기,동두천시,보영여자고등학교,본교,기존(원)교,사립,여자,113-13 ,경기도 동두천시 동광로 124 . 보영여자고등학교 (생연동),031-863-8337,031-864-2443,www.boyoung.hs.kr,
2016,일반고,일반고등학교,경기,동두천시,신흥고등학교,본교,기존(원)교,사립,남자,113-04 ,경기도 동두천시 신천로 159 (안흥동),031-865-3169,031-865-3168,www.shinheung.hs.kr/,
2016,특성화고(직업),상업고등학교,경기,동두천시,한국문화영상고등학교,본교,기존(원)교,사립,남여공학,113-14 ,경기도 동두천시 평화로 2452 . 32 (생연동),031-860-7315,031-864-0852,http://kcm.hs.kr,
2016,일반고,일반고등학교,경기,양주시,덕계고등학교,본교,기존(원)교,공립,남여공학,114-40 ,경기도 양주시 평화로1489번길 34 (덕계동.덕계고등학교),031-858-9694,031-858-9695,http://deokgye.hs.kr,
2016,일반고,일반고등학교,경기,양주시,덕정고등학교,본교,기존(원)교,공립,남여공학,114-54 ,경기도 양주시 화합로 1488 . (고암동. 덕정고등학교),031-858-6383,031-858-6384,http://www.deokjeong.hs.kr,
2016,일반고,일반고등학교,경기,양주시,덕현고등학교,본교,기존(원)교,공립,남여공학,114-93 ,경기도 양주시 고읍북로 36 . 덕현고등학교 (만송동),031-850-2600,031-856-1268,http://www.deokhyeon.hs.kr,
2016,자율고,일반고등학교,경기,양주시,양주고등학교,본교,기존(원)교,공립,남여공학,114-87 ,경기도 양주시 삼숭로38번길 78-52 . 양주고등학교 (삼숭동),031-843-1202,031-843-1206,http://www.yangju.hs.kr,
2016,일반고,일반고등학교,경기,양주시,양주백석고등학교,본교,기존(원)교,공립,남여공학,115-10 ,경기도 양주시 백석읍 꿈나무로 205 (백석읍),031-826-6412,031-826-6418,www.yjbs.hs.kr,
2016,일반고,일반고등학교,경기,양주시,옥정고등학교,본교,기존(원)교,공립,남여공학,114-68 ,경기도 양주시 옥정로7길 47 . 옥정고등학교 (옥정동),031-866-8371,031-866-0666,http://okjeong.hs.kr,
2016,특성화고(직업),가사고등학교,경기,양주시,한국외식과학고등학교,본교,기존(원)교,사립,남여공학,114-04 ,경기도 양주시 남면 개나리18길 1 (남면) 한국외식과학고등학교,031-863-6124,031-863-8066,www.kfs.hs.kr,
2016,일반고,일반고등학교,경기,포천시,관인고등학교,본교,기존(원)교,공립,남여공학,111-01 ,경기도 포천시 관인면 관인로 20 (관인면. 관인중고등학교),031-538-8200,031-534-0254,www.kwanin.hs.kr,
2016,일반고,일반고등학교,경기,포천시,동남고등학교,본교,기존(원)교,사립,남여공학,111-76 ,경기도 포천시 소흘읍 솔모루로3번길 69 (소흘읍) 동남고등학교,031-540-5508,031-542-0146,http://www.dongnam.hs.kr,
2016,일반고,일반고등학교,경기,포천시,송우고등학교,본교,기존(원)교,공립,남여공학,111-76 ,경기도 포천시 소흘읍 태봉로 125 (소흘읍.송우고교),031-541-6821,031-541-6312,http://songwoo.hs.kr/,
2016,특성화고(직업),상업고등학교,경기,포천시,영북고등학교,본교,기존(원)교,공립,남여공학,111-04 ,경기도 포천시 영북면 영북로 136 (영북면.영북고등학교),031-532-6062,031-531-1236,youngbuk.hs.kr,
2016,일반고,종합고등학교,경기,포천시,일동고등학교,본교,기존(원)교,공립,남여공학,111-16 ,경기도 포천시 일동면 화동로1079번길 28 . 일동고등학교,031-532-3811,031-532-4815,www.ildong.hs.kr,
2016,일반고,일반고등학교,경기,포천시,포천고등학교,본교,기존(원)교,공립,남여공학,111-48 ,경기도 포천시 원모루로 40 . 포천고등학교 (신읍동),031-535-1603,031-535-1604,www.pocheon.hs.kr,
2016,일반고,종합고등학교,경기,포천시,포천일고등학교,본교,기존(원)교,공립,남여공학,111-53 ,경기도 포천시 군내면 청군로 3426 (군내면) 하성북리 663,031-535-0692,031-535-0862,pocheonil.hs.kr,
2016,일반고,일반고등학교,경기,가평군,가평고등학교,본교,기존(원)교,공립,남여공학,124-21 ,경기도 가평군 가평읍 호반로 2607-7 (가평읍),031-580-7002,031-582-6301,www.gapyong.hs.kr,
2016,일반고,일반고등학교,경기,가평군,설악고등학교,본교,기존(원)교,공립,남여공학,124-65 ,경기도 가평군 설악면 한양부로 21-1 . 설악고등학교 (설악면),031-584-7778,031-584-8479,www.seorak.hs.kr,
2016,일반고,종합고등학교,경기,가평군,조종고등학교,본교,기존(원)교,공립,남여공학,124-38 ,경기도 가평군 조종면 연등윗길 22 . 조종고등학교 (조종면),031-589-7303,031-584-3769,www.jojong.hs.kr,
2016,특목고,국제고등학교,경기,가평군,청심국제고등학교,본교,기존(원)교,사립,남여공학,124-61 ,경기도 가평군 설악면 미사리로 324-213 (설악면.청심국제중고등학교),031-589-8900,031-589-8999,http://www.csia.hs.kr,
2016,일반고,일반고등학교,경기,가평군,청평고등학교,본교,기존(원)교,공립,남여공학,124-54 ,경기도 가평군 청평면 강변나루로40번길 23 . 청평고등학교 (청평면),031-589-5501,031-589-5508,http://www.cheongpyeong.hs.kr,
2016,일반고,종합고등학교,경기,연천군,연천고등학교,본교,기존(원)교,공립,남여공학,110-13 ,경기도 연천군 연천읍 연천로336번길 13 (연천읍),031-834-1427,031-834-2301,www.yeoncheon.hs.kr,
2016,일반고,종합고등학교,경기,연천군,전곡고등학교,본교,기존(원)교,공립,남여공학,110-25 ,경기도 연천군 전곡읍 전은길 9-89 (전곡읍. 전곡고등학교),031-832-2089,031-832-1233,www.jeongok.hs.kr,
2016,일반고,일반고등학교,강원,춘천시,강원고등학교,본교,기존(원)교,사립,남자,242-10 ,강원도 춘천시 동면 장학길 24 (동면.강원중고등학교),033-258-4628,033-251-8927,http://www.kanggo.net,
2016,일반고,일반고등학교,강원,춘천시,강원대학교사범대학부설고등학교,본교,기존(원)교,국립,남여공학,242-86 ,강원도 춘천시 서부대성로 257 . 강원사대부고 (후평동),033-254-1993,033-255-1992,http://www.sdhs.hs.kr,
2016,특성화고(직업),공업고등학교,강원,춘천시,강원애니고등학교,본교,기존(원)교,공립,남여공학,244-61 ,강원도 춘천시 서면 박사로 1025 강원애니고등학교 (서면),033-248-5500,033-248-5599,http://www.anischool.kr/,
2016,특목고,체육고등학교,강원,춘천시,강원체육고등학교,본교,기존(원)교,공립,남여공학,242-39 ,강원도 춘천시 자라우새길 126 (송암동),033-250-9303,033-241-3194,http://gangwon-ph.hs.kr,
2016,일반고,일반고등학교,강원,춘천시,봉의고등학교,본교,기존(원)교,공립,남여공학,243-13 ,강원도 춘천시 후석로250번길 22 (후평동.봉의고등학교),033-253-8262,033-242-8262,http://www.bongeui.hs.kr,
2016,일반고,일반고등학교,강원,춘천시,성수고등학교,본교,기존(원)교,사립,남자,242-74 ,강원도 춘천시 중앙로68번길 21 (낙원동)성수고등학교,033-245-7500,033-245-7590,http://www.seongsu.hs.kr,
2016,일반고,종합고등학교,강원,춘천시,성수여자고등학교,본교,기존(원)교,사립,여자,242-74 ,강원도 춘천시 학당길 28 (낙원동),033-251-0760,033-251-1882,http://www.ssg.hs.kr,
2016,특성화고(직업),실업고등학교,강원,춘천시,소양고등학교,본교,기존(원)교,공립,남여공학,242-23 ,강원도 춘천시 영서로 2872 (사농동),033-258-5807,033-254-3594,http://www.soyang.hs.kr,
2016,일반고,일반고등학교,강원,춘천시,유봉여자고등학교,본교,기존(원)교,사립,여자,242-63 ,강원도 춘천시 봉의산길22번길 28 (교동.유봉여자고등학교),033-255-6013,033-256-6011,http://yubong.hs.kr,
2016,특성화고(대안),일반고등학교,강원,춘천시,전인고등학교,본교,기존(원)교,사립,남여공학,244-09 ,강원도 춘천시 동산면 새술막길 630 . 전인고등학교 (동산면),033-262-3449,033-262-3453,http://www.jeonin.hs.kr,
2016,일반고,일반고등학교,강원,춘천시,춘천고등학교,본교,기존(원)교,공립,남자,242-74 ,강원도 춘천시 중앙로68번길 37 (소양로3가),033-240-2105,033-254-6703,http://chunchon.hs.kr,
2016,특성화고(직업),공업고등학교,강원,춘천시,춘천기계공업고등학교,본교,기존(원)교,공립,남자,242-32 ,강원도 춘천시 후석로462번길 53 . 춘천기계공업고등학교 (후평동),033-258-8608,033-258-8691,http://www.ccm.hs.kr,
2016,일반고,일반고등학교,강원,춘천시,춘천여자고등학교,본교,기존(원)교,공립,여자,242-13 ,강원도 춘천시 동면 만천양지길 95 (동면),033-245-7704,033-253-5295,http://www.ccg.hs.kr,
2016,특성화고(직업),실업고등학교,강원,춘천시,춘천한샘고등학교,본교,기존(원)교,공립,남여공학,242-06 ,강원도 춘천시 신북읍 신샘밭로 363-12 (신북읍.춘천한샘고등학교),033-248-8708,033-244-9927,http://www.hansaem.hs.kr/,
2016,특목고,과학고등학교,강원,원주시,강원과학고등학교,본교,기존(원)교,공립,남여공학,263-23 ,강원도 원주시 치악로 2242 . 강원과학고등학교 (태장동),033-740-9700,033-732-8416,http://www.kangwon-sh.hs.kr/,
2016,일반고,일반고등학교,강원,원주시,대성고등학교,본교,기존(원)교,사립,남자,263-85 ,강원도 원주시 북원로 2001 (무실동.대성중.고등학교),033-737-6312,033-744-0344,http://www.daesunggo.hs.kr,
2016,일반고,일반고등학교,강원,원주시,문막고등학교,본교,기존(원)교,공립,남여공학,263-73 ,강원도 원주시 문막읍 문막시장1길 58 (문막읍.문막중학교),033-734-1348,033-735-1949,http://www.munmak.hs.kr,
2016,일반고,일반고등학교,강원,원주시,북원여자고등학교,본교,기존(원)교,공립,여자,264-10 ,강원도 원주시 원문로137번길 32 (단계동),033-737-7402,033-743-1651,http://www.bukwon.hs.kr/,
2016,일반고,일반고등학교,강원,원주시,상지여자고등학교,본교,기존(원)교,사립,여자,264-44 ,강원도 원주시 개운4길 1-25 . 상지여자중고등학교 (개운동),033-761-7979,033-761-7982,http://www.sangjigo.hs.kr,
2016,특성화고(직업),실업고등학교,강원,원주시,영서고등학교,본교,기존(원)교,공립,남여공학,264-68 ,강원도 원주시 치악로 1384 (반곡동 영서고등학교),033-769-5008,033-769-5199,http://www.yeongseo.hs.kr,
2016,일반고,일반고등학교,강원,원주시,원주고등학교,본교,기존(원)교,공립,남자,264-42 ,강원도 원주시 치악로 1765 . 원주고등학교 (개운동),033-740-9000,033-740-9029,http://www.wonjugo.hs.kr,
2016,특성화고(직업),공업고등학교,강원,원주시,원주공업고등학교,본교,기존(원)교,공립,남여공학,264-55 ,강원도 원주시 고문골길 54 (행구동),033-747-6162,033-747-6164,http://www.wonjugg.hs.kr/,
2016,특성화고(직업),상업고등학교,강원,원주시,원주금융회계고등학교,본교,기존(원)교,공립,남여공학,264-98 ,강원도 원주시 부론면 부귀로 35 원주금융회계고등학교 (부론면),033-731-3843,033-731-3844,http://www.wjfa.hs.kr,
2016,일반고,일반고등학교,강원,원주시,원주삼육고등학교,본교,기존(원)교,사립,남여공학,263-95 ,강원도 원주시 북원로 1996 . 원주삼육고등학교 (무실동),033-731-6891,033-731-6895,http://www.wonju36.hs.kr,
2016,일반고,일반고등학교,강원,원주시,원주여자고등학교,본교,기존(원)교,공립,여자,264-60 ,강원도 원주시 배울로 227 (반곡동),033-738-6000,033-738-6011,http://wonju-g.hs.kr,
2016,특목고,실업고등학교,강원,원주시,원주의료고등학교,본교,기존(원)교,공립,남여공학,263-70 ,강원도 원주시 문막읍 원문로 1756 . 원주의료고등학교 (문막읍),033-730-8203,033-730-8102,http://www.wonjumedi.hs.kr,
2016,일반고,일반고등학교,강원,원주시,육민관고등학교,본교,기존(원)교,사립,남여공학,264-03 ,강원도 원주시 흥업면 북원로 1800 . 육민관고등학교 (흥업면),033-763-8874,033-763-8875,http://www.ymk.hs.kr,
2016,일반고,일반고등학교,강원,원주시,진광고등학교,본교,기존(원)교,사립,남자,263-38 ,강원도 원주시 진광길 50 (우산동.진광중고등학교),033-742-2969,033-742-2961,http://jinkwang.hs.kr/,
2016,일반고,일반고등학교,강원,원주시,치악고등학교,본교,기존(원)교,공립,남여공학,264-69 ,강원도 원주시 치악고교길 16 (관설동),033-737-6006,033-766-4184,http://www.chiak.hs.kr,
2016,일반고,일반고등학교,강원,강릉시,강릉고등학교,본교,기존(원)교,공립,남자,254-68 ,강원도 강릉시 강릉대로587번길 68 . 강릉고등학교 (초당동),033-650-5127,033-652-7119,http://gnhs.kr,
2016,일반고,일반고등학교,강원,강릉시,강릉명륜고등학교,본교,기존(원)교,사립,남자,254-91 ,강원도 강릉시 율곡로 2920-8 (교동),033-650-4506,033-644-4017,http://www.grmr.hs.kr,
2016,일반고,종합고등학교,강원,강릉시,강릉문성고등학교,본교,기존(원)교,사립,남여공학,254-55 ,강원도 강릉시 지변길 158 (지변동),033-650-9555,033-650-9577,http://kms.hs.kr/,
